Date,GAU/TRY,USD/TRY,BIST 30 Futures,HST Bond Fund,Balanced Multi-Asset,Conservative / Pension-like,FX & Gold Hedge Tilt
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-03,0.017918776660367675,0.0006170903163102981,0.00297061377450758,0.0050275115264017955,0.007804948409883561,0.005092019285365091,0.006751174242306701
2023-05-04,-0.00040147300132975516,0.0017730405332483379,-0.019821379750296186,0.0033476977383855022,-0.0030707246797923252,-0.0016648266354283845,-0.004855249634175251
2023-05-05,-0.015641163151458914,0.001262017380954772,-0.02840407233508435,0.0,-0.01077661635574106,-0.00675783479007705,-0.012179109012199079
2023-05-08,0.0025651244290938457,-0.0009120160678784961,0.0489952153110047,-0.0005162536239331494,0.010345793748430265,0.007328861104940253,0.015028379081015885
2023-05-09,0.007991166495780355,0.00011282398432754803,-0.010445174238277732,-5.0217249386141916e-05,0.0007341880337579209,8.0336568170264e-05,-0.001125750163019257
2023-05-10,-0.0010836974348059636,0.0018562579480658759,-0.0017054620880386784,0.00046871786532509674,-9.32014555712957e-05,0.000525877853664708,-0.000294131929168645
2023-05-11,-0.006075289410463425,0.00013307537184337193,0.09982454520269646,-0.0009417771382405071,0.01773721378769403,0.013683895013497392,0.028219711998001627
2023-05-12,-0.0023823953357696714,0.0010030500910931384,-0.021704450041981516,-0.0013637538161181961,-0.005078376421005476,-0.0034351846003223218,-0.0072472622823477936
2023-05-15,0.007349897461662813,0.004703476482617708,-0.09998712612110028,-0.0007067662688011733,-0.01611993310817294,-0.011282366124843799,-0.02739465974159113
2023-05-16,-0.009865335813521559,0.003607775290046744,0.01864301721260664,0.01733880925152076,0.003958889882530919,0.00522809445193817,0.00818282858129114
2023-05-17,-0.0015689945762368263,0.000978557919981471,0.00922111964051675,0.014210604457369325,0.003720233871020301,0.003690238659426281,0.006122449946434444
2023-05-18,-0.010195056206871222,0.0021375530589295977,-0.04192755438059459,0.0027883567516573393,-0.010894261118096365,-0.0068411143562500335,-0.014002430566195928
2023-05-22,0.008136987992072298,0.0023452821414851055,-0.0018879798615480947,0.011574261807716812,0.004910073738518739,0.00425298096108232,0.00483047491977987
2023-05-23,0.0031107104471537195,0.0007563991366965617,0.012464836550586833,-0.0014591484254025122,0.00358976344381976,0.002651194876556673,0.004303621297953164
2023-05-24,-0.005680660947437355,0.002212054943615316,-0.012982035928143731,-0.0030372615095923816,-0.004376611260586084,-0.0024329993333402303,-0.00563168040397749
2023-05-25,-0.002780839703600324,0.0021217011820187093,-0.007522811104639926,-0.004252234839333235,-0.002479180988482471,-0.0012615742413066844,-0.003590771730721626
2023-05-26,-0.0007065398092021002,-5.0170831681795036e-05,0.0472883759597047,-0.00039977169108040833,0.009135369255553605,0.006866897262612325,0.013899900746504422
